Price,Area,Floor,Bedroom,Restroom,Roadfrontage,Legal,Lat,Long
6.2,38.0,3.0,3.0,3.0,0,0,10.8121855,106.70404172557386
10.1,,5.0,16.0,,1,1,10.8352833,106.67406562042235
4.7,62.0,4.0,4.0,6.0,0,0,10.7705525,106.59952282588061
7.3,56.0,6.0,9.0,9.0,1,0,10.8352833,106.67406562042235
5.7,60.0,2.0,2.0,3.0,0,0,10.8030656,106.65227606400094
8.5,125.0,2.0,3.0,3.0,0,0,10.8352833,106.67406562042235
4.2,43.0,3.0,2.0,2.0,0,1,10.8352833,106.67406562042235
7.45,52.0,4.0,4.0,5.0,0,1,10.8010732,106.6798916250364
84.0,1200.0,1.0,,,1,0,10.7763897,106.7011391
8.5,166.0,3.0,6.0,6.0,1,1,10.861410750000001,106.66420925636413
24.0,320.0,1.0,12.0,12.0,1,0,10.8121855,106.70404172557386
4.8,75.0,4.0,4.0,3.0,1,1,10.7733621,106.7597722
4.95,35.0,2.0,2.0,,0,1,10.8121855,106.70404172557386
3.6,52.0,3.0,2.0,2.0,0,1,10.861410750000001,106.66420925636413
3.0,38.0,2.0,2.0,2.0,1,1,10.8352833,106.67406562042235
3.5,80.0,4.0,5.0,6.0,1,1,10.7705525,106.59952282588061
4.8,48.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
4.9,30.0,5.0,,,0,0,10.8030656,106.65227606400094
2.8,52.0,3.0,3.0,3.0,0,1,10.8298295,106.7617899
4.0,55.0,,,,0,1,10.8030656,106.65227606400094
0.6,70.0,1.0,2.0,2.0,1,1,10.878345,106.57635314823773
4.05,60.0,3.0,3.0,3.0,0,0,10.861410750000001,106.66420925636413
4.9,202.0,4.0,5.0,5.0,1,1,10.8352833,106.67406562042235
5.28,35.0,3.0,2.0,2.0,0,1,10.7726536,106.66821544343898
7.5,85.0,4.0,4.0,4.0,0,1,10.7705525,106.59952282588061
12.4,80.0,5.0,4.0,5.0,1,1,10.737754800000001,106.72971280655217
5.69,97.0,3.0,3.0,,0,1,10.8298295,106.7617899
5.85,66.0,2.0,5.0,4.0,0,0,10.8352833,106.67406562042235
4.5,84.0,3.0,3.0,3.0,0,1,10.79159445,106.62785362180159
8.95,56.0,6.0,6.0,4.0,1,0,10.7659529,106.6475594370616
9.1,52.0,3.0,4.0,3.0,1,1,10.8030656,106.65227606400094
2.82,25.0,2.0,2.0,2.0,0,1,10.8352833,106.67406562042235
7.1,75.0,,2.0,2.0,0,1,10.8121855,106.70404172557386
5.4,87.0,,5.0,5.0,0,1,10.7705525,106.59952282588061
8.5,93.0,,5.0,5.0,0,0,10.8352833,106.67406562042235
2.15,48.0,3.0,4.0,3.0,1,1,10.7220335,106.62949387003158
9.1,68.0,4.0,,,1,1,10.8030656,106.65227606400094
4.6,50.0,4.0,3.0,2.0,1,1,10.8030656,106.65227606400094
6.0,222.0,4.0,5.0,6.0,1,1,10.8352833,106.67406562042235
12.0,60.0,,6.0,7.0,1,0,10.737754800000001,106.72971280655217
7.2,40.0,5.0,,,0,1,10.8010732,106.6798916250364
4.55,47.0,3.0,,2.0,0,1,10.8298295,106.7617899
8.1,90.0,4.0,4.0,4.0,0,1,10.8352833,106.67406562042235
3.7,80.0,4.0,8.0,4.0,1,1,10.861410750000001,106.66420925636413
7.9,52.0,3.0,4.0,4.0,0,0,10.8010732,106.6798916250364
5.9,41.0,3.0,5.0,5.0,0,1,10.7726536,106.66821544343898
8.2,47.0,3.0,4.0,5.0,0,1,10.8010732,106.6798916250364
5.25,150.0,3.0,,,0,1,10.7705525,106.59952282588061
6.8,56.0,4.0,4.0,3.0,0,0,10.8352833,106.67406562042235
18.0,74.0,2.0,2.0,1.0,1,0,10.737754800000001,106.72971280655217
59.0,60.0,3.0,4.0,3.0,0,0,10.7705525,106.59952282588061
7.0,60.0,5.0,6.0,6.0,0,1,10.8298295,106.7617899
10.5,100.0,7.0,10.0,10.0,1,0,10.7705525,106.59952282588061
5.0,9.0,3.0,2.0,2.0,0,0,10.8010732,106.6798916250364
25.0,350.0,2.0,2.0,2.0,1,1,10.861410750000001,106.66420925636413
1.6,30.0,4.0,2.0,2.0,0,1,10.7220335,106.62949387003158
12.5,100.0,4.0,,,1,1,10.7705525,106.59952282588061
2.25,16.0,4.0,2.0,2.0,0,1,10.8352833,106.67406562042235
2.4,75.0,4.0,2.0,,0,1,10.8030656,106.65227606400094
5.2,41.0,3.0,3.0,2.0,0,0,10.7705525,106.59952282588061
5.5,110.0,,,,0,1,10.8311346,106.7715507
6.7,50.0,3.0,4.0,5.0,1,1,10.8010732,106.6798916250364
3.6,48.0,3.0,3.0,2.0,0,0,10.7705525,106.59952282588061
10.0,210.0,2.0,4.0,4.0,1,1,10.79159445,106.62785362180159
7.8,44.0,4.0,3.0,4.0,1,1,10.8030656,106.65227606400094
6.1,62.0,,4.0,4.0,1,0,10.7705525,106.59952282588061
9.4,85.0,4.0,4.0,,1,0,10.7500035,106.51488582967849
5.3,51.0,2.0,2.0,,0,1,10.7659529,106.6475594370616
6.8,60.0,3.0,3.0,4.0,0,0,10.7220335,106.62949387003158
2.35,37.0,2.0,2.0,2.0,0,1,10.7763897,106.7011391
2.7,30.0,2.0,2.0,2.0,0,1,10.7763897,106.7011391
2.35,48.0,2.0,2.0,2.0,1,1,10.7705525,106.59952282588061
1.65,35.0,2.0,2.0,2.0,0,1,10.7220335,106.62949387003158
6.3,45.0,3.0,3.0,3.0,0,1,10.8030656,106.65227606400094
6.8,85.0,2.0,3.0,3.0,0,1,10.7763897,106.7011391
9.9,32.0,1.0,8.0,4.0,1,1,10.7763897,106.7011391
18.0,435.0,,,,0,0,10.8121855,106.70404172557386
6.85,64.0,3.0,4.0,4.0,0,1,10.8352833,106.67406562042235
5.8,66.0,2.0,3.0,2.0,0,1,10.7763897,106.7011391
9.5,63.0,4.0,4.0,5.0,0,1,10.8030656,106.65227606400094
6.66,52.0,6.0,4.0,5.0,0,1,10.8352833,106.67406562042235
8.2,101.0,2.0,4.0,2.0,1,1,10.745868250000001,106.63910717557408
6.7,38.0,,2.0,,1,1,10.737754800000001,106.72971280655217
5.1,56.0,3.0,3.0,4.0,1,1,10.8311346,106.7715507
3.35,125.0,2.0,2.0,2.0,0,1,10.7763897,106.7011391
7.2,112.0,,4.0,3.0,0,1,10.7705525,106.59952282588061
0.65,80.0,2.0,3.0,2.0,1,1,10.878345,106.57635314823773
12.6,82.0,3.0,3.0,,1,1,10.8121855,106.70404172557386
6.0,39.0,6.0,7.0,7.0,0,0,10.7726536,106.66821544343898
9.4,130.0,,,,0,0,10.8121855,106.70404172557386
3.85,46.0,2.0,2.0,2.0,0,0,10.79159445,106.62785362180159
1.65,4.0,,2.0,2.0,0,1,10.737754800000001,106.72971280655217
8.5,66.0,6.0,,,1,0,10.8030656,106.65227606400094
2.9,56.0,3.0,2.0,2.0,0,1,10.7733621,106.7597722
3.4,80.0,2.0,3.0,,1,1,10.8298295,106.7617899
11.2,96.0,4.0,5.0,4.0,1,1,10.8352833,106.67406562042235
12.5,2.0,3.0,4.0,3.0,1,0,10.8030656,106.65227606400094
7.5,56.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
4.3,111.0,3.0,4.0,3.0,0,1,10.8352833,106.67406562042235
11.5,242.0,,,,0,1,10.8298295,106.7617899
10.5,38.0,4.0,4.0,3.0,0,1,10.7726536,106.66821544343898
6.4,49.0,2.0,3.0,3.0,0,0,10.8121855,106.70404172557386
3.8,55.0,2.0,2.0,3.0,1,0,10.8352833,106.67406562042235
6.4,56.0,3.0,,,0,1,10.7705525,106.59952282588061
8.2,120.0,6.0,6.0,6.0,1,1,10.861410750000001,106.66420925636413
6.5,52.0,7.0,5.0,6.0,1,1,10.7705525,106.59952282588061
14.0,98.0,5.0,8.0,4.0,1,1,10.7726536,106.66821544343898
4.29,150.0,2.0,4.0,2.0,0,1,10.7763897,106.7011391
4.75,80.0,,,,1,1,10.8298295,106.7617899
4.3,75.0,,3.0,,1,1,10.8298295,106.7617899
4.9,68.0,4.0,,4.0,0,1,10.861410750000001,106.66420925636413
6.5,48.0,4.0,4.0,2.0,0,1,10.8352833,106.67406562042235
5.8,45.0,4.0,4.0,1.0,0,1,10.77526035,106.69957286491969
4.0,60.0,4.0,,,0,1,10.8030656,106.65227606400094
4.2,66.0,2.0,10.0,4.0,0,1,10.75575695,106.66747459440559
6.5,60.0,5.0,,,0,0,10.8030656,106.65227606400094
5.0,72.0,2.0,3.0,3.0,0,1,10.8121855,106.70404172557386
4.5,37.0,3.0,2.0,2.0,0,1,10.79159445,106.62785362180159
4.7,45.0,3.0,3.0,3.0,1,0,10.8352833,106.67406562042235
1.75,49.0,2.0,2.0,2.0,0,1,10.7705525,106.59952282588061
1.45,32.0,2.0,2.0,2.0,0,0,10.75575695,106.66747459440559
5.1,100.0,2.0,,,1,0,10.79159445,106.62785362180159
5.3,46.0,3.0,3.0,3.0,1,1,10.8311346,106.7715507
9.2,87.0,4.0,4.0,4.0,1,1,10.79159445,106.62785362180159
13.5,,3.0,4.0,5.0,1,1,10.8352833,106.67406562042235
7.8,45.0,4.0,3.0,4.0,0,0,10.8030656,106.65227606400094
7.7,80.0,3.0,3.0,4.0,0,1,10.79159445,106.62785362180159
4.4,60.0,2.0,3.0,2.0,0,1,10.8352833,106.67406562042235
3.65,64.0,3.0,3.0,2.0,0,1,10.7705525,106.59952282588061
4.7,60.0,,2.0,2.0,1,0,10.8352833,106.67406562042235
14.6,65.0,,,,1,0,10.7659529,106.6475594370616
14.9,100.0,5.0,5.0,6.0,1,1,10.77526035,106.69957286491969
148.0,362.0,,,,1,1,10.7763897,106.7011391
4.5,43.0,2.0,2.0,,1,1,10.778752650000001,106.6870307478091
7.5,84.0,2.0,3.0,3.0,1,0,10.8121855,106.70404172557386
5.2,76.0,2.0,3.0,2.0,1,1,10.8030656,106.65227606400094
4.8,100.0,2.0,3.0,2.0,1,0,10.7705525,106.59952282588061
6.7,85.0,3.0,3.0,2.0,0,0,10.8352833,106.67406562042235
6.6,80.0,3.0,,,0,1,10.7705525,106.59952282588061
6.2,83.0,6.0,14.0,,1,1,10.8298295,106.7617899
9.9,32.0,1.0,8.0,4.0,1,1,10.8030656,106.65227606400094
2.0,20.0,3.0,2.0,2.0,0,1,10.737754800000001,106.72971280655217
5.4,39.0,,,,1,1,10.7726536,106.66821544343898
7.2,42.0,3.0,3.0,3.0,0,0,10.8010732,106.6798916250364
16.0,165.0,1.0,2.0,2.0,1,0,10.8121855,106.70404172557386
2.35,36.0,2.0,2.0,2.0,0,1,10.8121855,106.70404172557386
6.5,54.0,4.0,6.0,7.0,0,0,10.7220335,106.62949387003158
15.8,75.0,3.0,3.0,3.0,0,1,10.7763897,106.7011391
7.7,56.0,3.0,3.0,3.0,0,1,10.8352833,106.67406562042235
5.0,54.0,5.0,5.0,4.0,0,0,10.8298295,106.7617899
5.2,80.0,1.0,2.0,1.0,1,1,10.861410750000001,106.66420925636413
3.45,47.0,,2.0,2.0,0,1,10.8311346,106.7715507
7.5,71.0,3.0,6.0,8.0,0,1,10.7607295,106.70710890359896
3.75,32.0,2.0,2.0,2.0,0,1,10.79159445,106.62785362180159
5.0,200.0,3.0,5.0,6.0,1,1,10.8352833,106.67406562042235
10.65,136.0,2.0,,,0,1,10.8121855,106.70404172557386
3.7,4.0,4.0,3.0,3.0,1,1,10.737754800000001,106.72971280655217
7.05,85.0,4.0,,,1,0,10.77526035,106.69957286491969
7.5,1.0,5.0,4.0,3.0,0,1,10.8352833,106.67406562042235
1.75,45.0,2.0,2.0,2.0,0,1,10.8030656,106.65227606400094
39.0,206.0,4.0,4.0,4.0,1,1,10.8311346,106.7715507
2.5,5.0,2.0,2.0,2.0,0,1,10.8121855,106.70404172557386
3.22,25.0,4.0,3.0,4.0,0,1,10.8010732,106.6798916250364
6.0,68.0,5.0,3.0,3.0,0,1,10.8121855,106.70404172557386
8.0,86.0,,5.0,,0,0,10.8121855,106.70404172557386
4.1,50.0,3.0,3.0,3.0,0,0,10.8352833,106.67406562042235
7.7,68.0,6.0,5.0,6.0,0,1,10.8352833,106.67406562042235
1.6,21.0,4.0,3.0,,0,1,10.7705525,106.59952282588061
4.0,36.0,4.0,2.0,2.0,0,1,10.79159445,106.62785362180159
4.6,33.0,2.0,2.0,2.0,0,0,10.8352833,106.67406562042235
5.0,48.0,5.0,4.0,5.0,0,1,10.8030656,106.65227606400094
15.0,194.0,3.0,5.0,6.0,0,1,10.7726536,106.66821544343898
6.8,95.0,3.0,,,0,0,10.7705525,106.59952282588061
3.55,30.0,4.0,3.0,3.0,0,1,10.737754800000001,106.72971280655217
4.92,60.0,,,2.0,0,0,10.8352833,106.67406562042235
6.8,53.0,4.0,4.0,4.0,1,1,10.79159445,106.62785362180159
7.05,56.0,4.0,4.0,5.0,0,1,10.8352833,106.67406562042235
6.5,48.0,,,,0,1,10.7659529,106.6475594370616
7.15,66.0,3.0,10.0,,1,1,10.8121855,106.70404172557386
5.5,76.0,3.0,3.0,2.0,1,1,10.8352833,106.67406562042235
9.45,48.0,,,,0,1,10.75575695,106.66747459440559
2.65,21.0,4.0,3.0,2.0,1,1,10.8352833,106.67406562042235
4.6,,,3.0,2.0,0,1,10.8298295,106.7617899
5.0,71.0,3.0,3.0,3.0,0,1,10.737754800000001,106.72971280655217
6.1,56.0,3.0,3.0,4.0,0,0,10.8121855,106.70404172557386
32.0,55.0,,,,1,0,10.77526035,106.69957286491969
4.33,43.0,3.0,2.0,2.0,0,1,10.8352833,106.67406562042235
2.89,6.0,2.0,2.0,2.0,0,1,10.8121855,106.70404172557386
3.0,36.0,,,,1,1,10.8030656,106.65227606400094
8.5,110.0,4.0,4.0,4.0,0,1,10.8298295,106.7617899
5.3,66.0,1.0,4.0,2.0,0,1,10.737754800000001,106.72971280655217
1.75,25.0,2.0,2.0,2.0,0,1,10.79159445,106.62785362180159
6.7,55.0,5.0,5.0,5.0,1,1,10.8121855,106.70404172557386
6.8,4.0,3.0,6.0,4.0,1,0,10.7763897,106.7011391
7.5,,3.0,4.0,5.0,1,0,10.737754800000001,106.72971280655217
3.68,32.0,2.0,2.0,,0,1,10.8352833,106.67406562042235
6.6,42.0,2.0,3.0,,1,1,10.75575695,106.66747459440559
3.4,40.0,2.0,2.0,2.0,0,1,10.79159445,106.62785362180159
4.1,56.0,3.0,4.0,5.0,1,1,10.7705525,106.59952282588061
5.7,102.0,3.0,3.0,,0,0,10.7705525,106.59952282588061
5.5,90.0,4.0,,,0,1,10.8298295,106.7617899
1.6,36.0,2.0,2.0,,0,1,10.8298295,106.7617899
2.15,,4.0,,,0,0,10.79159445,106.62785362180159
3.7,,2.0,3.0,,0,1,10.7763897,106.7011391
3.3,72.0,3.0,2.0,2.0,0,1,10.7763897,106.7011391
10.5,84.0,6.0,4.0,5.0,1,0,10.8030656,106.65227606400094
4.9,100.0,5.0,,,0,1,10.79159445,106.62785362180159
9.4,69.0,,13.0,,1,1,10.79159445,106.62785362180159
4.4,58.0,5.0,2.0,2.0,0,1,10.79159445,106.62785362180159
22.0,6.0,3.0,3.0,4.0,1,0,10.8030656,106.65227606400094
2.35,48.0,3.0,2.0,2.0,0,0,10.7763897,106.7011391
10.4,72.0,4.0,4.0,4.0,0,1,10.8352833,106.67406562042235
3.38,52.0,2.0,3.0,2.0,0,1,10.77526035,106.69957286491969
6.0,86.0,,3.0,3.0,0,1,10.8030656,106.65227606400094
6.12,50.0,,,,1,1,10.7726536,106.66821544343898
6.6,90.0,3.0,3.0,2.0,1,1,10.861410750000001,106.66420925636413
6.8,80.0,5.0,,,1,1,10.79159445,106.62785362180159
11.5,124.0,4.0,,,0,1,10.8298295,106.7617899
7.5,60.0,6.0,13.0,5.0,1,0,10.8121855,106.70404172557386
10.8,75.0,3.0,6.0,4.0,1,1,10.737754800000001,106.72971280655217
2.0,50.0,,4.0,2.0,1,1,10.650967049999998,106.72638246812322
3.6,43.0,2.0,2.0,2.0,0,1,10.8121855,106.70404172557386
7.7,3.0,4.0,3.0,4.0,0,1,10.8298295,106.7617899
4.95,53.0,2.0,2.0,2.0,0,1,10.8311346,106.7715507
8.1,55.0,5.0,,5.0,0,0,10.8030656,106.65227606400094
46.0,91.0,,2.0,2.0,0,1,10.861410750000001,106.66420925636413
3.9,40.0,5.0,5.0,3.0,1,1,10.79159445,106.62785362180159
1.75,2.0,2.0,2.0,2.0,0,1,10.7220335,106.62949387003158
4.6,36.0,2.0,3.0,2.0,1,0,10.7220335,106.62949387003158
7.2,79.0,,3.0,,1,0,10.8352833,106.67406562042235
4.5,83.0,,2.0,1.0,0,1,10.861410750000001,106.66420925636413
6.2,69.0,2.0,5.0,5.0,0,1,10.8030656,106.65227606400094
5.0,90.0,,,,0,0,10.7705525,106.59952282588061
5.1,70.0,2.0,2.0,3.0,0,1,10.8352833,106.67406562042235
6.6,52.0,4.0,4.0,5.0,0,1,10.8352833,106.67406562042235
4.4,72.0,1.0,2.0,1.0,0,0,10.8121855,106.70404172557386
5.65,140.0,,3.0,2.0,1,0,10.79159445,106.62785362180159
38.0,264.0,,,,1,1,10.7705525,106.59952282588061
6.45,37.0,4.0,4.0,5.0,0,0,10.8030656,106.65227606400094
2.78,60.0,,2.0,2.0,1,1,10.7705525,106.59952282588061
3.0,48.0,2.0,,,0,0,10.7705525,106.59952282588061
9.2,85.0,4.0,6.0,,0,1,10.8121855,106.70404172557386
7.9,52.0,4.0,3.0,,0,1,10.8352833,106.67406562042235
16.0,250.0,2.0,,3.0,0,1,10.8121855,106.70404172557386
4.08,32.0,3.0,3.0,3.0,1,1,10.8352833,106.67406562042235
4.3,48.0,4.0,4.0,4.0,0,0,10.8030656,106.65227606400094
19.0,80.0,4.0,4.0,5.0,1,1,10.8298295,106.7617899
2.95,50.0,3.0,2.0,2.0,0,1,10.861410750000001,106.66420925636413
4.9,52.0,3.0,2.0,2.0,0,0,10.8298295,106.7617899
55.0,158.0,3.0,7.0,4.0,1,1,10.7763897,106.7011391
5.7,49.0,2.0,2.0,2.0,1,1,10.79159445,106.62785362180159
5.4,52.0,2.0,3.0,2.0,0,1,10.8030656,106.65227606400094
4.6,134.0,3.0,4.0,3.0,0,1,10.77526035,106.69957286491969
7.9,95.0,4.0,4.0,4.0,0,1,10.8311346,106.7715507
9.5,60.0,3.0,8.0,6.0,1,1,10.737754800000001,106.72971280655217
2.88,34.0,4.0,,,0,1,10.7705525,106.59952282588061
3.95,40.0,3.0,4.0,3.0,0,1,10.8352833,106.67406562042235
3.75,71.0,,3.0,1.0,0,1,10.7500035,106.51488582967849
6.4,60.0,4.0,3.0,3.0,0,1,10.7705525,106.59952282588061
8.6,62.0,5.0,5.0,3.0,1,1,10.8121855,106.70404172557386
6.9,30.0,,4.0,3.0,0,1,10.8121855,106.70404172557386
0.635,52.0,3.0,,3.0,0,1,10.7763897,106.7011391
4.5,40.0,5.0,6.0,4.0,0,1,10.8030656,106.65227606400094
6.7,46.0,,4.0,4.0,0,0,10.8010732,106.6798916250364
12.9,159.0,5.0,5.0,3.0,1,1,10.737754800000001,106.72971280655217
5.6,84.0,5.0,,,0,0,10.8311346,106.7715507
6.0,75.0,4.0,4.0,4.0,0,1,10.7705525,106.59952282588061
11.3,72.0,3.0,5.0,6.0,0,0,10.737754800000001,106.72971280655217
6.3,69.0,3.0,3.0,2.0,0,1,10.79159445,106.62785362180159
8.8,46.0,,4.0,2.0,1,1,10.8121855,106.70404172557386
7.8,161.0,3.0,5.0,4.0,0,0,10.737754800000001,106.72971280655217
9.7,125.0,3.0,1.0,1.0,1,0,10.8352833,106.67406562042235
4.45,53.0,3.0,4.0,4.0,0,0,10.8311346,106.7715507
11.5,100.0,5.0,5.0,6.0,0,0,10.8352833,106.67406562042235
11.45,55.0,4.0,4.0,4.0,1,1,10.75575695,106.66747459440559
10.1,65.0,6.0,4.0,5.0,0,1,10.8352833,106.67406562042235
7.55,52.0,2.0,3.0,3.0,0,1,10.8121855,106.70404172557386
399.0,45.0,3.0,,,0,1,10.8121855,106.70404172557386
4.5,60.0,2.0,4.0,,0,0,10.8030656,106.65227606400094
4.1,25.0,4.0,2.0,2.0,1,1,10.8352833,106.67406562042235
3.0,42.0,3.0,2.0,2.0,0,1,10.7763897,106.7011391
11.9,71.0,6.0,,6.0,0,1,10.8121855,106.70404172557386
5.36,61.0,,,,0,1,10.778752650000001,106.6870307478091
7.4,33.0,,4.0,4.0,1,1,10.8010732,106.6798916250364
6.0,80.0,5.0,4.0,4.0,0,1,10.7705525,106.59952282588061
6.5,61.0,2.0,,2.0,0,1,10.7726536,106.66821544343898
5.1,43.0,2.0,,,0,1,10.8352833,106.67406562042235
3.65,32.0,3.0,2.0,2.0,0,0,10.79159445,106.62785362180159
2.45,33.0,3.0,,1.0,0,1,10.7763897,106.7011391
90.0,180.0,8.0,,,1,1,10.77526035,106.69957286491969
7.25,44.0,3.0,3.0,3.0,1,1,10.7726536,106.66821544343898
5.45,48.0,6.0,7.0,8.0,0,1,10.8352833,106.67406562042235
8.4,80.0,5.0,4.0,5.0,0,1,10.8352833,106.67406562042235
6.12,43.0,3.0,3.0,3.0,1,1,10.8352833,106.67406562042235
5.79,38.0,3.0,2.0,2.0,0,1,10.7726536,106.66821544343898
9.5,70.0,3.0,,,0,1,10.778752650000001,106.6870307478091
23.5,160.0,4.0,5.0,4.0,0,0,10.8030656,106.65227606400094
5.2,60.0,2.0,3.0,2.0,1,0,10.7763897,106.7011391
5.8,40.0,3.0,3.0,3.0,0,0,10.8352833,106.67406562042235
5.4,33.0,3.0,2.0,2.0,0,0,10.7726536,106.66821544343898
12.2,82.0,4.0,6.0,,0,1,10.8121855,106.70404172557386
6.5,40.0,3.0,4.0,4.0,0,1,10.8121855,106.70404172557386
4.3,61.0,3.0,3.0,2.0,1,0,10.7220335,106.62949387003158
4.2,29.0,3.0,3.0,3.0,0,1,10.7763897,106.7011391
0.45,58.0,3.0,,4.0,0,1,10.7763897,106.7011391
4.5,75.0,3.0,3.0,2.0,0,1,10.737754800000001,106.72971280655217
8.8,54.0,3.0,4.0,2.0,1,0,10.8121855,106.70404172557386
8.5,77.0,,4.0,4.0,1,0,10.8311346,106.7715507
4.5,38.0,,2.0,2.0,0,1,10.8121855,106.70404172557386
7.0,64.0,2.0,3.0,,0,1,10.79159445,106.62785362180159
2.6,128.0,,2.0,1.0,1,1,10.8298295,106.7617899
9.8,64.0,4.0,5.0,4.0,1,1,10.8352833,106.67406562042235
6.25,55.0,5.0,4.0,5.0,0,0,10.77526035,106.69957286491969
22.0,8.0,6.0,,,1,1,10.8298295,106.7617899
2.9,42.0,,2.0,2.0,1,0,10.79159445,106.62785362180159
4.2,65.0,2.0,6.0,6.0,0,1,10.7220335,106.62949387003158
1.7,3.0,2.0,2.0,2.0,0,1,10.7220335,106.62949387003158
4.65,49.0,,3.0,1.0,0,0,10.8121855,106.70404172557386
5.55,75.0,2.0,2.0,2.0,0,1,10.7763897,106.7011391
11.5,120.0,4.0,10.0,11.0,1,0,10.7500035,106.51488582967849
2.8,30.0,3.0,,2.0,1,1,10.8298295,106.7617899
1.73,35.0,,2.0,2.0,0,1,10.7607295,106.70710890359896
4.0,32.0,6.0,,,0,1,10.79159445,106.62785362180159
3.0,31.0,3.0,3.0,2.0,0,1,10.7220335,106.62949387003158
9.3,80.0,,,3.0,0,0,10.8121855,106.70404172557386
7.7,72.0,3.0,4.0,,0,0,10.7705525,106.59952282588061
5.7,62.0,2.0,8.0,3.0,1,1,10.7763897,106.7011391
7.6,,,,,1,1,10.7726536,106.66821544343898
3.39,66.0,2.0,3.0,2.0,0,1,10.8298295,106.7617899
4.2,54.0,,,,0,0,10.7705525,106.59952282588061
6.5,90.0,2.0,2.0,2.0,0,0,10.7705525,106.59952282588061
1.55,48.0,2.0,2.0,2.0,0,1,10.7220335,106.62949387003158
5.0,82.0,4.0,5.0,,0,1,10.79159445,106.62785362180159
3.4,35.0,2.0,2.0,2.0,0,1,10.8298295,106.7617899
4.1,38.0,6.0,3.0,4.0,0,1,10.79159445,106.62785362180159
4.75,52.0,2.0,2.0,2.0,0,1,10.7607295,106.70710890359896
3.9,52.0,2.0,,,0,0,10.7705525,106.59952282588061
4.3,35.0,3.0,2.0,2.0,0,1,10.8030656,106.65227606400094
3.9,16.0,5.0,2.0,3.0,0,1,10.8121855,106.70404172557386
5.6,60.0,4.0,3.0,4.0,1,1,10.861410750000001,106.66420925636413
1.55,5.0,2.0,2.0,2.0,0,1,10.861410750000001,106.66420925636413
3.5,49.0,2.0,3.0,2.0,0,1,10.7220335,106.62949387003158
1.25,55.0,,2.0,1.0,0,0,10.8311346,106.7715507
5.1,47.0,4.0,4.0,3.0,0,1,10.7220335,106.62949387003158
13.5,104.0,5.0,4.0,,0,1,10.8298295,106.7617899
2.05,48.0,,2.0,2.0,0,1,10.7705525,106.59952282588061
12.0,63.0,4.0,6.0,7.0,1,0,10.7726536,106.66821544343898
6.65,45.0,5.0,4.0,5.0,0,1,10.8352833,106.67406562042235
8.2,88.0,3.0,5.0,6.0,1,0,10.8030656,106.65227606400094
9.4,114.0,4.0,5.0,5.0,0,0,10.8121855,106.70404172557386
6.2,34.0,3.0,2.0,3.0,0,0,10.7607295,106.70710890359896
4.5,,,,,0,1,10.7763897,106.7011391
5.8,52.0,5.0,3.0,3.0,1,1,10.8030656,106.65227606400094
3.9,48.0,2.0,,,0,0,10.7705525,106.59952282588061
4.4,51.0,2.0,2.0,2.0,0,1,10.7500035,106.51488582967849
1.9,12.0,3.0,1.0,1.0,0,1,10.737754800000001,106.72971280655217
9.5,135.0,3.0,,3.0,1,1,10.7220335,106.62949387003158
2.9,61.0,3.0,2.0,2.0,0,1,10.8298295,106.7617899
6.28,40.0,6.0,4.0,3.0,0,1,10.8352833,106.67406562042235
12.45,175.0,3.0,,,0,1,10.8121855,106.70404172557386
23.0,40.0,2.0,2.0,3.0,0,0,10.8121855,106.70404172557386
18.0,100.0,,,,1,1,10.8298295,106.7617899
5.3,115.0,2.0,,2.0,1,1,10.8298295,106.7617899
4.5,60.0,19.0,2.0,2.0,0,1,10.8298295,106.7617899
9.7,56.0,5.0,5.0,5.0,1,1,10.737754800000001,106.72971280655217
5.9,46.0,3.0,4.0,3.0,0,0,10.8121855,106.70404172557386
4.2,,3.0,3.0,,0,1,10.7763897,106.7011391
6.5,55.0,3.0,3.0,3.0,1,0,10.79159445,106.62785362180159
7.55,126.0,,6.0,6.0,1,1,10.861410750000001,106.66420925636413
3.2,52.0,2.0,3.0,2.0,1,1,10.8298295,106.7617899
3.0,60.0,1.0,2.0,2.0,0,1,10.8298295,106.7617899
3.2,144.0,1.0,3.0,,1,1,10.76131435,107.02063452138657
5.0,139.0,3.0,4.0,3.0,1,1,10.76131435,107.02063452138657
2.3,50.0,,2.0,2.0,1,1,10.9509538,106.8226134
4.1,90.0,,2.0,,1,1,10.9509538,106.8226134
10.0,100.0,3.0,4.0,3.0,1,1,10.76131435,107.02063452138657
5.7,87.0,3.0,4.0,3.0,1,0,10.9509538,106.8226134
0.85,50.0,2.0,3.0,2.0,1,1,10.9509538,106.8226134
3.75,83.0,,3.0,2.0,1,1,10.9509538,106.8226134
3.7,70.0,2.0,3.0,2.0,1,1,10.9509538,106.8226134
2.6,60.0,2.0,2.0,2.0,1,0,10.9509538,106.8226134
0.95,100.0,2.0,3.0,2.0,1,0,10.9509538,106.8226134
4.3,80.0,,3.0,,1,0,10.9509538,106.8226134
4.5,66.0,3.0,4.0,3.0,1,1,10.9509538,106.8226134
1.79,72.0,2.0,2.0,2.0,1,1,11.242703899999999,107.05314571946911
1.55,112.0,,3.0,2.0,1,1,10.9509538,106.8226134
1.95,92.0,,3.0,2.0,1,1,10.9509538,106.8226134
